player_name,salary,position,team,game,slate_type,player_image,player_id,draftable_id,game_start,updated_at
Matthew Papas,4500,QB,OHIO,OHIO @ NEB,Night,https://dkn.gs/sports/images/cfb/teams/50/8018.png,1518939,43974364,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Akili Smith Jr.,4500,QB,ORE,BSU @ ORE,Night,https://dkn.gs/sports/images/cfb/teams/50/8057.png,1583777,43974366,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Brock Thomas,4500,QB,ORE,BSU @ ORE,Night,https://dkn.gs/sports/images/cfb/teams/50/8057.png,1461711,43974368,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Ryder Hayes,4500,QB,ORE,BSU @ ORE,Night,https://dkn.gs/sports/images/cfb/teams/50/8057.png,1512891,43974370,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
TC Manumaleuna,4500,QB,ORE,BSU @ ORE,Night,https://dkn.gs/sports/images/cfb/teams/50/8057.png,1665394,43974372,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Brady Jones,4500,QB,ORST,ORST @ UH,Night,https://dkn.gs/sports/images/cfb/teams/50/8069.png,1587800,43974374,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Isaiah Arriaza,4500,QB,ORST,ORST @ UH,Night,https://dkn.gs/sports/images/cfb/teams/50/8069.png,1647069,43974376,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Danny Leary,4500,QB,ORST,ORST @ UH,Night,https://dkn.gs/sports/images/cfb/teams/50/8069.png,1666593,43974378,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Jett Thomalla,4500,QB,BAMA,ECU @ BAMA,Night,https://dkn.gs/sports/images/cfb/teams/50/8166.png,1645532,43974380,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
John Gazzaniga,4500,QB,BAMA,ECU @ BAMA,Night,https://dkn.gs/sports/images/cfb/teams/50/8166.png,1595162,43974382,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
John Cooper,4500,QB,BAMA,ECU @ BAMA,Night,https://dkn.gs/sports/images/cfb/teams/50/8166.png,1520195,43974384,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Tayden-Evan Kaawa,4500,QB,BAMA,ECU @ BAMA,Night,https://dkn.gs/sports/images/cfb/teams/50/8166.png,1645530,43974386,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Locklan Hewlett,4500,QB,AUB,BAY @ AUB,Night,https://dkn.gs/sports/images/cfb/teams/50/8183.png,1584486,43974388,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
John Colvin,4500,QB,AUB,BAY @ AUB,Night,https://dkn.gs/sports/images/cfb/teams/50/8183.png,1449308,43974390,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Rhys Brush,4500,QB,AUB,BAY @ AUB,Night,https://dkn.gs/sports/images/cfb/teams/50/8183.png,1645909,43974392,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Will Myers,4500,QB,AUB,BAY @ AUB,Night,https://dkn.gs/sports/images/cfb/teams/50/8183.png,1595150,43974394,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Cade Tessier,4500,QB,BAY,BAY @ AUB,Night,https://dkn.gs/sports/images/cfb/teams/50/8210.png,1455636,43974396,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Edward Griffin,4500,QB,BAY,BAY @ AUB,Night,https://dkn.gs/sports/images/cfb/teams/50/8210.png,1582707,43974398,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Quinn Murphy,4500,QB,BAY,BAY @ AUB,Night,https://dkn.gs/sports/images/cfb/teams/50/8210.png,1647376,43974400,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Luke Carney,4500,QB,UH,ORST @ UH,Night,https://dkn.gs/sports/images/cfb/teams/50/8224.png,1583231,43974402,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Jake Sock,4500,QB,UH,ORST @ UH,Night,https://dkn.gs/sports/images/cfb/teams/50/8224.png,1430328,43974404,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Ryan Smith,4500,QB,UH,ORST @ UH,Night,https://dkn.gs/sports/images/cfb/teams/50/8224.png,1653734,43974406,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Canon Toon,4500,QB,UH,ORST @ UH,Night,https://dkn.gs/sports/images/cfb/teams/50/8224.png,1653417,43974408,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
MJ Morris,4500,QB,TEX,TXST @ TEX,Night,https://dkn.gs/sports/images/cfb/teams/50/8240.png,1389726,43974410,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Dia Bell,4500,QB,TEX,TXST @ TEX,Night,https://dkn.gs/sports/images/cfb/teams/50/8240.png,1645901,43974412,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Luke Dunham,4500,QB,TEX,TXST @ TEX,Night,https://dkn.gs/sports/images/cfb/teams/50/8240.png,1597666,43974414,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Brooks Goodman,4500,QB,CINCY,BC @ CINCY,Night,https://dkn.gs/sports/images/cfb/teams/50/8364.png,1647375,43974416,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Will Kocher,4500,QB,CINCY,BC @ CINCY,Night,https://dkn.gs/sports/images/cfb/teams/50/8364.png,1456479,43974418,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
JJ Miller,4500,QB,CINCY,BC @ CINCY,Night,https://dkn.gs/sports/images/cfb/teams/50/8364.png,1662487,43974420,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Liam O'Brien,4500,QB,CINCY,BC @ CINCY,Night,https://dkn.gs/sports/images/cfb/teams/50/8364.png,1407569,43974422,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Cole Hodge,4500,QB,ECU,ECU @ BAMA,Night,https://dkn.gs/sports/images/cfb/teams/50/8368.png,1583997,43974424,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Trey Burke,4500,QB,ECU,ECU @ BAMA,Night,https://dkn.gs/sports/images/cfb/teams/50/8368.png,1651949,43974426,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Daulton Phalines,4500,QB,ECU,ECU @ BAMA,Night,https://dkn.gs/sports/images/cfb/teams/50/8368.png,1653917,43974428,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Dagan Bruno,4500,QB,TUL,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/8412.png,1520860,43974430,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Trace Johnson,4500,QB,TUL,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/8412.png,1651764,43974432,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Cade Scott,4500,QB,TUL,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/8412.png,1588890,43974434,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Jay Beamon,4500,QB,TUL,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/8412.png,1588891,43974436,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Holt Teichman,4500,QB,TUL,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/8412.png,1653379,43974438,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Cash Herrera,4500,QB,BSU,BSU @ ORE,Night,https://dkn.gs/sports/images/cfb/teams/50/8468.png,1645902,43974440,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Jackson Taylor,4500,QB,BSU,BSU @ ORE,Night,https://dkn.gs/sports/images/cfb/teams/50/8468.png,1645905,43974442,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Zion Turner,4500,QB,MRSHL,MRSHL @ PSU,Night,https://dkn.gs/sports/images/cfb/teams/50/8991.png,1405921,43974444,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Koi Fagan,4500,QB,MRSHL,MRSHL @ PSU,Night,https://dkn.gs/sports/images/cfb/teams/50/8991.png,1593078,43974446,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Dylan Barber,4500,QB,MRSHL,MRSHL @ PSU,Night,https://dkn.gs/sports/images/cfb/teams/50/8991.png,1652730,43974448,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Dawson Hill,4500,QB,MRSHL,MRSHL @ PSU,Night,https://dkn.gs/sports/images/cfb/teams/50/8991.png,1663295,43974450,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Chris Jimerson Jr.,4500,QB,UNT,UNT @ IU,Night,https://dkn.gs/sports/images/cfb/teams/50/9033.png,1585810,43974452,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Ziondre Williams,4500,QB,UNT,UNT @ IU,Night,https://dkn.gs/sports/images/cfb/teams/50/9033.png,1653966,43974454,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Shaker Reisig,4500,QB,TXST,TXST @ TEX,Night,https://dkn.gs/sports/images/cfb/teams/50/9057.png,1582994,43974456,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Easton Webb,4500,QB,TXST,TXST @ TEX,Night,https://dkn.gs/sports/images/cfb/teams/50/9057.png,1657763,43974458,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Stone Walker,4500,QB,TXST,TXST @ TEX,Night,https://dkn.gs/sports/images/cfb/teams/50/9057.png,1662936,43974460,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Trever Jackson,4500,QB,C-C,C-C @ WVU,Night,,1507881,43974462,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Osiris Lopez,4500,QB,C-C,C-C @ WVU,Night,,1652529,43974464,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Luke McBride,4500,QB,C-C,C-C @ WVU,Night,,1662322,43974466,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Jalen Bonds,4500,RB,BALL,BALL @ OSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7980.png,1589799,43974612,09/05/2026 12:30 PM,2026-09-04T16:50:45Z
Da'Jaun Riggs,4500,RB,ORE,BSU @ ORE,Night,https://dkn.gs/sports/images/cfb/teams/50/8057.png,1523679,43974615,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Caden Knighten,4500,RB,BAY,BAY @ AUB,Night,https://dkn.gs/sports/images/cfb/teams/50/8210.png,1582712,43974618,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Michael Allen,4500,RB,ECU,ECU @ BAMA,Night,https://dkn.gs/sports/images/cfb/teams/50/8368.png,1378366,43974621,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Jaylin Lucas,4500,RB,TUL,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/8412.png,1378838,43974624,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Daelen Alexander,4500,RB,C-C,C-C @ WVU,Night,,1453674,43974627,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Gavin Freeman,4500,WR,BAY,BAY @ AUB,Night,https://dkn.gs/sports/images/cfb/teams/50/8210.png,1399101,43975074,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Destyn Hill,4500,WR,TUL,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/8412.png,1448210,43975077,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Chris Culliver,4500,WR,MRSHL,MRSHL @ PSU,Night,https://dkn.gs/sports/images/cfb/teams/50/8991.png,1457321,43975080,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
