Player Name - Slate Type,Contest IDs,Player ID,Draftable ID,Player Name,First Name,Last Name,Salary,Position,Team,Game,Game Start Time,Player Image,Tournament,Slate Type,Game Type,Date,Role,Contest Names,Contest IDs (Full),Slate Header
Ty Clark III - Showdown Captain Mode (Captain),194851594;194851595;194851592;194851598;194851593;194851599;194851596;194851597,1534355,43999222,Ty Clark III,Ty,Clark III,14100,CPT,WAKE,AKR @ WAKE,09/03/2026 07:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7686.png,AKR @ WAKE,Showdown Captain Mode,CFB,9/3,Captain,"CFB Showdown $3K Air Raid [$1K to 1st] (AKR @ WAKE);CFB Showdown $500 First Down (AKR @ WAKE);CFB Showdown $540 Kick Return [Single Entry, Top 2 Win] (AKR @ WAKE);CFB Showdown $155 White-Out [Single Entry] (AKR @ WAKE);CFB Showdown $305 Huddle [Single Entry] (AKR @ WAKE);CFB Showdown $200 Daily Dollar [Single Entry]  (AKR @ WAKE);CFB Showdown $100 Quarter Jukebox [Just $0.25!]  (AKR @ WAKE);CFB Showdown $50 Dime Time [Just $0.10!] (AKR @ WAKE)",194851594;194851595;194851592;194851598;194851593;194851599;194851596;194851597,9/3 7:00PM (AKR @ WAKE)
Jordan Gant - Showdown Captain Mode (Captain),194851594;194851595;194851592;194851598;194851593;194851599;194851596;194851597,1395604,43999223,Jordan Gant,Jordan,Gant,13800,CPT,AKR,AKR @ WAKE,09/03/2026 07:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7976.png,AKR @ WAKE,Showdown Captain Mode,CFB,9/3,Captain,"CFB Showdown $3K Air Raid [$1K to 1st] (AKR @ WAKE);CFB Showdown $500 First Down (AKR @ WAKE);CFB Showdown $540 Kick Return [Single Entry, Top 2 Win] (AKR @ WAKE);CFB Showdown $155 White-Out [Single Entry] (AKR @ WAKE);CFB Showdown $305 Huddle [Single Entry] (AKR @ WAKE);CFB Showdown $200 Daily Dollar [Single Entry]  (AKR @ WAKE);CFB Showdown $100 Quarter Jukebox [Just $0.25!]  (AKR @ WAKE);CFB Showdown $50 Dime Time [Just $0.10!] (AKR @ WAKE)",194851594;194851595;194851592;194851598;194851593;194851599;194851596;194851597,9/3 7:00PM (AKR @ WAKE)
Reese Poffenbarger - Showdown Captain Mode (Captain),194851594;194851595;194851592;194851598;194851593;194851599;194851596;194851597,1229304,43999224,Reese Poffenbarger,Reese,Poffenbarger,13200,CPT,AKR,AKR @ WAKE,09/03/2026 07:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7976.png,AKR @ WAKE,Showdown Captain Mode,CFB,9/3,Captain,"CFB Showdown $3K Air Raid [$1K to 1st] (AKR @ WAKE);CFB Showdown $500 First Down (AKR @ WAKE);CFB Showdown $540 Kick Return [Single Entry, Top 2 Win] (AKR @ WAKE);CFB Showdown $155 White-Out [Single Entry] (AKR @ WAKE);CFB Showdown $305 Huddle [Single Entry] (AKR @ WAKE);CFB Showdown $200 Daily Dollar [Single Entry]  (AKR @ WAKE);CFB Showdown $100 Quarter Jukebox [Just $0.25!]  (AKR @ WAKE);CFB Showdown $50 Dime Time [Just $0.10!] (AKR @ WAKE)",194851594;194851595;194851592;194851598;194851593;194851599;194851596;194851597,9/3 7:00PM (AKR @ WAKE)
Grady Adamson - Showdown Captain Mode (Captain),194851604;194851606;194851601;194851600;194851605;194851602;194851603;194851609;194851607;194851608,1590029,43999367,Grady Adamson,Grady,Adamson,12900,CPT,GT,COL @ GT,09/03/2026 08:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7633.png,COL @ GT,Showdown Captain Mode,CFB,9/3,Captain,"CFB Showdown $6K Air Raid [$2K to 1st] (COL @ GT);CFB Showdown $750 First Down (COL @ GT);CFB Showdown $720 Kick Return [Single Entry, Top 2 Win] (COL @ GT);CFB Showdown $155 White-Out [Single Entry] (COL @ GT);CFB Showdown $100 Snap (COL @ GT);CFB Showdown $355 Blitz [Single Entry] (COL @ GT);CFB Showdown $285 Tailgate (COL @ GT);CFB Showdown $300 Daily Dollar [Single Entry] (COL @ GT);CFB Showdown $200 Quarter Jukebox (COL @ GT);CFB Showdown $100 Dime Time [Just $0.10!] (COL @ GT)",194851604;194851606;194851601;194851600;194851605;194851602;194851603;194851609;194851607;194851608,9/3 8:00PM (COL @ GT)
Aidan Laughery - Showdown Captain Mode (Captain),194851625;194851621;194851622;194851623;194851626;194851629;194851630;194851624;194851627;194851628,1380657,43999072,Aidan Laughery,Aidan,Laughery,12900,CPT,IL,UAB @ IL,09/03/2026 09:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7823.png,UAB @ IL,Showdown Captain Mode,CFB,9/3,Captain,"CFB Showdown $6K Air Raid [$2K to 1st] (UAB @ IL);CFB Showdown $540 Kick Return [Single Entry, Top 2 Win] (UAB @ IL);CFB Showdown $500 First Down (UAB @ IL);CFB Showdown $155 White-Out [Single Entry] (UAB @ IL);CFB Showdown $100 Snap (UAB @ IL);CFB Showdown $310 Blitz [Single Entry] (UAB @ IL);CFB Showdown $240 Huddle [Single Entry] (UAB @ IL);CFB Showdown $200 Daily Dollar [Single Entry]  (UAB @ IL);CFB Showdown $200 Quarter Jukebox (UAB @ IL);CFB Showdown $100 Dime Time [Just $0.10!] (UAB @ IL)",194851625;194851621;194851622;194851623;194851626;194851629;194851630;194851624;194851627;194851628,9/3 9:00PM (UAB @ IL)
Danny Scudero - Showdown Captain Mode (Captain),194851604;194851606;194851601;194851600;194851605;194851602;194851603;194851609;194851607;194851608,1454300,43999368,Danny Scudero,Danny,Scudero,12600,CPT,COL,COL @ GT,09/03/2026 08:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7762.png,COL @ GT,Showdown Captain Mode,CFB,9/3,Captain,"CFB Showdown $6K Air Raid [$2K to 1st] (COL @ GT);CFB Showdown $750 First Down (COL @ GT);CFB Showdown $720 Kick Return [Single Entry, Top 2 Win] (COL @ GT);CFB Showdown $155 White-Out [Single Entry] (COL @ GT);CFB Showdown $100 Snap (COL @ GT);CFB Showdown $355 Blitz [Single Entry] (COL @ GT);CFB Showdown $285 Tailgate (COL @ GT);CFB Showdown $300 Daily Dollar [Single Entry] (COL @ GT);CFB Showdown $200 Quarter Jukebox (COL @ GT);CFB Showdown $100 Dime Time [Just $0.10!] (COL @ GT)",194851604;194851606;194851601;194851600;194851605;194851602;194851603;194851609;194851607;194851608,9/3 8:00PM (COL @ GT)
Nate Rogers - Showdown Captain Mode (Captain),194851625;194851621;194851622;194851623;194851626;194851629;194851630;194851624;194851627;194851628,1515376,43999073,Nate Rogers,Nate,Rogers,12300,CPT,UAB,UAB @ IL,09/03/2026 09:00 PM,https://dkn.gs/sports/images/cfb/teams/50/9227.png,UAB @ IL,Showdown Captain Mode,CFB,9/3,Captain,"CFB Showdown $6K Air Raid [$2K to 1st] (UAB @ IL);CFB Showdown $540 Kick Return [Single Entry, Top 2 Win] (UAB @ IL);CFB Showdown $500 First Down (UAB @ IL);CFB Showdown $155 White-Out [Single Entry] (UAB @ IL);CFB Showdown $100 Snap (UAB @ IL);CFB Showdown $310 Blitz [Single Entry] (UAB @ IL);CFB Showdown $240 Huddle [Single Entry] (UAB @ IL);CFB Showdown $200 Daily Dollar [Single Entry]  (UAB @ IL);CFB Showdown $200 Quarter Jukebox (UAB @ IL);CFB Showdown $100 Dime Time [Just $0.10!] (UAB @ IL)",194851625;194851621;194851622;194851623;194851626;194851629;194851630;194851624;194851627;194851628,9/3 9:00PM (UAB @ IL)
Isaac Wilson - Showdown Captain Mode (Captain),194851604;194851606;194851601;194851600;194851605;194851602;194851603;194851609;194851607;194851608,1507248,43999369,Isaac Wilson,Isaac,Wilson,12000,CPT,COL,COL @ GT,09/03/2026 08:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7762.png,COL @ GT,Showdown Captain Mode,CFB,9/3,Captain,"CFB Showdown $6K Air Raid [$2K to 1st] (COL @ GT);CFB Showdown $750 First Down (COL @ GT);CFB Showdown $720 Kick Return [Single Entry, Top 2 Win] (COL @ GT);CFB Showdown $155 White-Out [Single Entry] (COL @ GT);CFB Showdown $100 Snap (COL @ GT);CFB Showdown $355 Blitz [Single Entry] (COL @ GT);CFB Showdown $285 Tailgate (COL @ GT);CFB Showdown $300 Daily Dollar [Single Entry] (COL @ GT);CFB Showdown $200 Quarter Jukebox (COL @ GT);CFB Showdown $100 Dime Time [Just $0.10!] (COL @ GT)",194851604;194851606;194851601;194851600;194851605;194851602;194851603;194851609;194851607;194851608,9/3 8:00PM (COL @ GT)
Rod Robinson II - Showdown Captain Mode (Captain),194851625;194851621;194851622;194851623;194851626;194851629;194851630;194851624;194851627;194851628,1442629,43999074,Rod Robinson II,Rod,Robinson II,12000,CPT,UAB,UAB @ IL,09/03/2026 09:00 PM,https://dkn.gs/sports/images/cfb/teams/50/9227.png,UAB @ IL,Showdown Captain Mode,CFB,9/3,Captain,"CFB Showdown $6K Air Raid [$2K to 1st] (UAB @ IL);CFB Showdown $540 Kick Return [Single Entry, Top 2 Win] (UAB @ IL);CFB Showdown $500 First Down (UAB @ IL);CFB Showdown $155 White-Out [Single Entry] (UAB @ IL);CFB Showdown $100 Snap (UAB @ IL);CFB Showdown $310 Blitz [Single Entry] (UAB @ IL);CFB Showdown $240 Huddle [Single Entry] (UAB @ IL);CFB Showdown $200 Daily Dollar [Single Entry]  (UAB @ IL);CFB Showdown $200 Quarter Jukebox (UAB @ IL);CFB Showdown $100 Dime Time [Just $0.10!] (UAB @ IL)",194851625;194851621;194851622;194851623;194851626;194851629;194851630;194851624;194851627;194851628,9/3 9:00PM (UAB @ IL)
Sawyer Seidl - Showdown Captain Mode (Captain),194851594;194851595;194851592;194851598;194851593;194851599;194851596;194851597,1460332,43999225,Sawyer Seidl,Sawyer,Seidl,12000,CPT,WAKE,AKR @ WAKE,09/03/2026 07:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7686.png,AKR @ WAKE,Showdown Captain Mode,CFB,9/3,Captain,"CFB Showdown $3K Air Raid [$1K to 1st] (AKR @ WAKE);CFB Showdown $500 First Down (AKR @ WAKE);CFB Showdown $540 Kick Return [Single Entry, Top 2 Win] (AKR @ WAKE);CFB Showdown $155 White-Out [Single Entry] (AKR @ WAKE);CFB Showdown $305 Huddle [Single Entry] (AKR @ WAKE);CFB Showdown $200 Daily Dollar [Single Entry]  (AKR @ WAKE);CFB Showdown $100 Quarter Jukebox [Just $0.25!]  (AKR @ WAKE);CFB Showdown $50 Dime Time [Just $0.10!] (AKR @ WAKE)",194851594;194851595;194851592;194851598;194851593;194851599;194851596;194851597,9/3 7:00PM (AKR @ WAKE)
Joseph Williams - Showdown Captain Mode (Captain),194851604;194851606;194851601;194851600;194851605;194851602;194851603;194851609;194851607;194851608,1509329,43999370,Joseph Williams,Joseph,Williams,11700,CPT,COL,COL @ GT,09/03/2026 08:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7762.png,COL @ GT,Showdown Captain Mode,CFB,9/3,Captain,"CFB Showdown $6K Air Raid [$2K to 1st] (COL @ GT);CFB Showdown $750 First Down (COL @ GT);CFB Showdown $720 Kick Return [Single Entry, Top 2 Win] (COL @ GT);CFB Showdown $155 White-Out [Single Entry] (COL @ GT);CFB Showdown $100 Snap (COL @ GT);CFB Showdown $355 Blitz [Single Entry] (COL @ GT);CFB Showdown $285 Tailgate (COL @ GT);CFB Showdown $300 Daily Dollar [Single Entry] (COL @ GT);CFB Showdown $200 Quarter Jukebox (COL @ GT);CFB Showdown $100 Dime Time [Just $0.10!] (COL @ GT)",194851604;194851606;194851601;194851600;194851605;194851602;194851603;194851609;194851607;194851608,9/3 8:00PM (COL @ GT)
Malachi Hosley - Showdown Captain Mode (Captain),194851604;194851606;194851601;194851600;194851605;194851602;194851603;194851609;194851607;194851608,1464392,43999371,Malachi Hosley,Malachi,Hosley,11400,CPT,GT,COL @ GT,09/03/2026 08:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7633.png,COL @ GT,Showdown Captain Mode,CFB,9/3,Captain,"CFB Showdown $6K Air Raid [$2K to 1st] (COL @ GT);CFB Showdown $750 First Down (COL @ GT);CFB Showdown $720 Kick Return [Single Entry, Top 2 Win] (COL @ GT);CFB Showdown $155 White-Out [Single Entry] (COL @ GT);CFB Showdown $100 Snap (COL @ GT);CFB Showdown $355 Blitz [Single Entry] (COL @ GT);CFB Showdown $285 Tailgate (COL @ GT);CFB Showdown $300 Daily Dollar [Single Entry] (COL @ GT);CFB Showdown $200 Quarter Jukebox (COL @ GT);CFB Showdown $100 Dime Time [Just $0.10!] (COL @ GT)",194851604;194851606;194851601;194851600;194851605;194851602;194851603;194851609;194851607;194851608,9/3 8:00PM (COL @ GT)
Collin Dixon - Showdown Captain Mode (Captain),194851625;194851621;194851622;194851623;194851626;194851629;194851630;194851624;194851627;194851628,1458351,43999075,Collin Dixon,Collin,Dixon,11400,CPT,IL,UAB @ IL,09/03/2026 09:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7823.png,UAB @ IL,Showdown Captain Mode,CFB,9/3,Captain,"CFB Showdown $6K Air Raid [$2K to 1st] (UAB @ IL);CFB Showdown $540 Kick Return [Single Entry, Top 2 Win] (UAB @ IL);CFB Showdown $500 First Down (UAB @ IL);CFB Showdown $155 White-Out [Single Entry] (UAB @ IL);CFB Showdown $100 Snap (UAB @ IL);CFB Showdown $310 Blitz [Single Entry] (UAB @ IL);CFB Showdown $240 Huddle [Single Entry] (UAB @ IL);CFB Showdown $200 Daily Dollar [Single Entry]  (UAB @ IL);CFB Showdown $200 Quarter Jukebox (UAB @ IL);CFB Showdown $100 Dime Time [Just $0.10!] (UAB @ IL)",194851625;194851621;194851622;194851623;194851626;194851629;194851630;194851624;194851627;194851628,9/3 9:00PM (UAB @ IL)
Katin Houser - Showdown Captain Mode (Flex),194851625;194851621;194851622;194851623;194851626;194851629;194851630;194851624;194851627;194851628,1380615,43998988,Katin Houser,Katin,Houser,11200,QB,IL,UAB @ IL,09/03/2026 09:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7823.png,UAB @ IL,Showdown Captain Mode,CFB,9/3,Flex,"CFB Showdown $6K Air Raid [$2K to 1st] (UAB @ IL);CFB Showdown $540 Kick Return [Single Entry, Top 2 Win] (UAB @ IL);CFB Showdown $500 First Down (UAB @ IL);CFB Showdown $155 White-Out [Single Entry] (UAB @ IL);CFB Showdown $100 Snap (UAB @ IL);CFB Showdown $310 Blitz [Single Entry] (UAB @ IL);CFB Showdown $240 Huddle [Single Entry] (UAB @ IL);CFB Showdown $200 Daily Dollar [Single Entry]  (UAB @ IL);CFB Showdown $200 Quarter Jukebox (UAB @ IL);CFB Showdown $100 Dime Time [Just $0.10!] (UAB @ IL)",194851625;194851621;194851622;194851623;194851626;194851629;194851630;194851624;194851627;194851628,9/3 9:00PM (UAB @ IL)
Brayden Roggow - Showdown Captain Mode (Captain),194851594;194851595;194851592;194851598;194851593;194851599;194851596;194851597,1509633,43999226,Brayden Roggow,Brayden,Roggow,11100,CPT,AKR,AKR @ WAKE,09/03/2026 07:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7976.png,AKR @ WAKE,Showdown Captain Mode,CFB,9/3,Captain,"CFB Showdown $3K Air Raid [$1K to 1st] (AKR @ WAKE);CFB Showdown $500 First Down (AKR @ WAKE);CFB Showdown $540 Kick Return [Single Entry, Top 2 Win] (AKR @ WAKE);CFB Showdown $155 White-Out [Single Entry] (AKR @ WAKE);CFB Showdown $305 Huddle [Single Entry] (AKR @ WAKE);CFB Showdown $200 Daily Dollar [Single Entry]  (AKR @ WAKE);CFB Showdown $100 Quarter Jukebox [Just $0.25!]  (AKR @ WAKE);CFB Showdown $50 Dime Time [Just $0.10!] (AKR @ WAKE)",194851594;194851595;194851592;194851598;194851593;194851599;194851596;194851597,9/3 7:00PM (AKR @ WAKE)
Gio Lopez - Showdown Captain Mode (Flex),194851594;194851595;194851592;194851598;194851593;194851599;194851596;194851597,1443211,43999129,Gio Lopez,Gio,Lopez,11000,QB,WAKE,AKR @ WAKE,09/03/2026 07:00 PM,https://dkn.gs/sports/images/cfb/teams/50/7686.png,AKR @ WAKE,Showdown Captain Mode,CFB,9/3,Flex,"CFB Showdown $3K Air Raid [$1K to 1st] (AKR @ WAKE);CFB Showdown $500 First Down (AKR @ WAKE);CFB Showdown $540 Kick Return [Single Entry, Top 2 Win] (AKR @ WAKE);CFB Showdown $155 White-Out [Single Entry] (AKR @ WAKE);CFB Showdown $305 Huddle [Single Entry] (AKR @ WAKE);CFB Showdown $200 Daily Dollar [Single Entry]  (AKR @ WAKE);CFB Showdown $100 Quarter Jukebox [Just $0.25!]  (AKR @ WAKE);CFB Showdown $50 Dime Time [Just $0.10!] (AKR @ WAKE)",194851594;194851595;194851592;194851598;194851593;194851599;194851596;194851597,9/3 7:00PM (AKR @ WAKE)
